Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Nane,2024-10-19 06:00:00,3718.41,19.76,5.03,77.64,5.32,0.95
Domates,2024-10-19 12:00:00,6790.02,19.87,7.05,51.62,5.5,2.44
Biber,2024-10-19 12:00:00,5392.69,21.96,7.33,43.93,1.29,1.23
Nane,2024-10-19 12:00:00,3910.19,20.35,5.31,75.21,0.32,0.6
Domates,2024-10-19 18:00:00,5354.82,20.97,5.76,66.26,3.45,1.23
Biber,2024-10-19 18:00:00,4076.97,20.5,7.89,44.76,0.5,1.78
Nane,2024-10-19 18:00:00,4049.74,18.88,4.2,60.66,1.49,1.36
Domates,2024-10-20 00:00:00,6280.43,23.05,7.38,61.23,14.66,1.95
Biber,2024-10-20 00:00:00,4603.45,20.91,8.69,44.79,4.01,0.85
Nane,2024-10-20 00:00:00,3150.64,20.74,4.67,76.88,3.55,1.26
Domates,2024-10-20 06:00:00,6412.72,18.76,7.64,62.21,3.96,1.47
Biber,2024-10-20 06:00:00,5225.22,28.5,6.64,59.86,5.83,0.97
Nane,2024-10-20 06:00:00,4062.39,22.68,4.06,65.84,4.22,0.63
Domates,2024-10-20 12:00:00,6539.41,23.63,6.02,51.91,13.09,2.33
Biber,2024-10-20 12:00:00,5959.46,29.89,8.58,44.28,1.18,0.98
Nane,2024-10-20 12:00:00,5456.42,22.06,5.84,65.96,4.72,0.86
Domates,2024-10-20 18:00:00,5796.56,21.22,6.38,52.84,14.58,1.19
Biber,2024-10-20 18:00:00,6105.71,24.8,7.68,54.68,7.31,1.58
Nane,2024-10-20 18:00:00,3034.08,24.84,3.38,79.81,1.81,1.12
Domates,2024-10-21 00:00:00,5761.09,27.38,6.79,54.9,11.95,1.74
Biber,2024-10-21 00:00:00,6358.87,27.34,8.68,50.91,4.36,2.41
Nane,2024-10-21 00:00:00,3805.05,19.4,5.87,61.8,2.17,0.92
Domates,2024-10-21 06:00:00,5289.58,23.37,7.24,62.19,2.21,1.62
Biber,2024-10-21 06:00:00,5077.84,23.37,8.76,52.57,7.2,1.56
Nane,2024-10-21 06:00:00,5433.09,23.24,5.82,70.88,7.72,0.88
Domates,2024-10-21 12:00:00,7559.3,22.06,5.14,51.11,3.87,1.25
Biber,2024-10-21 12:00:00,5535.71,20.29,8.05,41.55,1.74,1.22
Nane,2024-10-21 12:00:00,4150.3,19.54,3.16,75.36,4.12,1.19
Domates,2024-10-21 18:00:00,7457.54,24.05,6.63,65.8,5.52,2.09
Biber,2024-10-21 18:00:00,5356.28,20.46,8.47,45.87,3.15,1.04
Nane,2024-10-21 18:00:00,4387.27,24.79,3.47,63.18,4.55,1.07
Domates,2024-10-22 00:00:00,6293.33,23.15,6.04,63.47,6.34,1.92
Biber,2024-10-22 00:00:00,6067.46,29.51,6.9,41.13,6.79,2.41
Nane,2024-10-22 00:00:00,5449.86,18.44,4.71,75.59,4.1,0.8
Domates,2024-10-22 06:00:00,7131.01,18.23,5.54,53.8,12.05,2.49
Biber,2024-10-22 06:00:00,4587.16,20.65,7.29,50.46,3.88,1.04
Nane,2024-10-22 06:00:00,5396.59,24.69,4.39,79.33,2.29,0.97
Domates,2024-10-22 12:00:00,6840.08,25.28,5.39,65.11,3.21,1.68
Biber,2024-10-22 12:00:00,4080.61,28.14,6.17,48.5,4.95,1.06
Nane,2024-10-22 12:00:00,3113.62,23.47,5.2,77.99,3.06,0.7
Domates,2024-10-22 18:00:00,7045.34,22.75,7.17,50.7,0.07,2.82
Biber,2024-10-22 18:00:00,6872.87,23.98,8.84,43.34,0.47,1.87
Nane,2024-10-22 18:00:00,5124.05,17.96,3.99,71.9,6.63,0.7
Domates,2024-10-23 00:00:00,5279.82,24.6,8.0,63.46,6.76,1.05
Biber,2024-10-23 00:00:00,4421.48,22.67,7.36,42.33,1.09,2.03
Nane,2024-10-23 00:00:00,3645.92,21.26,5.3,60.18,6.53,0.79
Domates,2024-10-23 06:00:00,7791.27,25.09,5.75,61.72,4.32,2.59
Biber,2024-10-23 06:00:00,4352.93,25.49,6.13,55.16,8.99,1.73
Nane,2024-10-23 06:00:00,5267.36,23.71,4.73,67.33,1.14,0.7
Domates,2024-10-23 12:00:00,7031.56,25.31,6.78,53.93,4.95,1.86
Biber,2024-10-23 12:00:00,4613.34,28.66,7.13,59.95,6.39,2.0
Nane,2024-10-23 12:00:00,5713.73,18.64,3.56,70.07,0.22,1.48
Domates,2024-10-23 18:00:00,7744.68,26.61,5.38,66.28,7.15,1.24
Biber,2024-10-23 18:00:00,5153.2,23.01,8.92,51.84,1.16,1.99
Nane,2024-10-23 18:00:00,3964.31,20.56,4.01,70.65,7.7,0.57
Domates,2024-10-24 00:00:00,6245.17,26.76,5.64,58.28,5.32,2.24
Biber,2024-10-24 00:00:00,4428.77,20.55,6.35,50.8,5.2,1.84
Nane,2024-10-24 00:00:00,5772.55,19.92,5.51,71.35,6.51,0.51
Domates,2024-10-24 06:00:00,6985.36,19.99,6.27,61.2,4.26,1.75
Biber,2024-10-24 06:00:00,4888.83,25.25,7.21,40.44,1.11,2.01
Nane,2024-10-24 06:00:00,5415.73,21.01,4.72,76.03,6.28,0.99
Domates,2024-10-24 12:00:00,6607.79,18.99,6.45,61.32,8.43,2.85
Biber,2024-10-24 12:00:00,6194.59,22.27,6.39,46.55,8.05,1.59
Nane,2024-10-24 12:00:00,3328.27,22.89,3.63,71.19,6.34,0.65
Domates,2024-10-24 18:00:00,6864.95,24.65,5.12,67.51,4.28,2.46
Biber,2024-10-24 18:00:00,5421.28,25.93,7.34,54.59,3.14,0.99
Nane,2024-10-24 18:00:00,4406.17,21.25,3.17,62.5,0.05,1.35
Domates,2024-10-25 00:00:00,7482.74,25.03,5.74,52.25,6.07,2.84
Biber,2024-10-25 00:00:00,5293.74,21.38,7.66,42.07,0.13,2.23
Nane,2024-10-25 00:00:00,3269.27,19.76,4.86,64.41,4.85,0.8
Domates,2024-10-25 06:00:00,5883.05,24.56,6.43,58.45,9.17,2.57
Biber,2024-10-25 06:00:00,4466.52,23.99,7.83,44.66,4.54,1.01
Nane,2024-10-25 06:00:00,3509.37,16.81,3.73,70.6,2.27,0.87
Domates,2024-10-25 12:00:00,7855.66,22.0,6.8,68.58,1.5,2.68
Biber,2024-10-25 12:00:00,6381.29,27.15,7.15,54.51,5.53,2.27
Nane,2024-10-25 12:00:00,3761.87,18.32,3.56,68.08,2.02,1.02
Domates,2024-10-25 18:00:00,6035.68,20.51,5.77,64.41,10.92,1.47
Biber,2024-10-25 18:00:00,6596.55,25.34,8.33,50.09,5.01,1.48
Nane,2024-10-25 18:00:00,3863.16,23.15,4.82,73.81,4.45,1.21
Domates,2024-10-26 00:00:00,5834.14,26.66,6.15,65.24,5.9,1.45
Biber,2024-10-26 00:00:00,6230.59,25.42,8.41,45.6,5.36,1.28
Nane,2024-10-26 00:00:00,4862.51,21.96,3.27,60.25,6.48,1.45
Domates,2024-10-26 06:00:00,7507.04,25.2,6.81,58.79,2.6,2.42
Biber,2024-10-26 06:00:00,5213.54,23.26,6.81,52.46,0.17,1.35
Nane,2024-10-26 06:00:00,5939.65,21.25,4.2,74.23,2.09,0.55
Domates,2024-10-26 12:00:00,7502.73,21.04,6.39,64.17,12.92,1.4
Biber,2024-10-26 12:00:00,6621.08,20.04,7.41,41.19,3.15,0.85
Nane,2024-10-26 12:00:00,4887.5,18.27,4.2,70.37,0.53,0.73
Domates,2024-10-26 18:00:00,6114.23,19.86,7.21,65.98,5.38,1.12
Biber,2024-10-26 18:00:00,5351.44,20.43,7.7,59.42,3.01,2.33
Nane,2024-10-26 18:00:00,3998.73,19.22,4.95,70.58,5.0,0.99
Domates,2024-10-27 00:00:00,5214.27,22.52,6.64,52.78,4.28,1.95
Biber,2024-10-27 00:00:00,6956.03,28.65,6.65,43.56,3.22,1.13
Nane,2024-10-27 00:00:00,5939.69,23.31,3.48,74.21,1.92,1.0
Domates,2024-10-27 06:00:00,6305.31,24.16,7.91,59.82,10.87,1.89
Biber,2024-10-27 06:00:00,6090.09,27.75,7.64,41.75,3.31,1.14
Nane,2024-10-27 06:00:00,4648.88,23.86,3.79,61.87,1.4,1.22
Domates,2024-10-27 12:00:00,7960.29,21.11,6.71,52.67,1.62,2.32
Biber,2024-10-27 12:00:00,5418.04,24.92,6.21,57.89,4.45,1.45
Nane,2024-10-27 12:00:00,4978.9,15.26,5.05,78.94,1.19,0.76
Domates,2024-10-27 18:00:00,7401.67,23.53,7.78,67.25,13.68,1.31
Biber,2024-10-27 18:00:00,6582.79,22.87,8.37,53.61,4.51,1.07
Nane,2024-10-27 18:00:00,4451.57,24.52,5.8,74.2,5.76,0.63
Domates,2024-10-28 00:00:00,5633.23,24.12,6.81,54.66,0.02,1.37
Biber,2024-10-28 00:00:00,4417.88,23.57,7.17,54.36,4.03,2.16
Nane,2024-10-28 00:00:00,4731.52,20.57,5.96,69.49,2.81,1.04
Domates,2024-10-28 06:00:00,7883.79,25.76,7.5,59.87,10.69,1.93
Biber,2024-10-28 06:00:00,6264.3,27.52,7.93,59.97,7.62,1.1
Nane,2024-10-28 06:00:00,3552.75,17.02,4.57,68.12,5.16,1.3
Domates,2024-10-28 12:00:00,5175.09,24.76,6.87,69.58,13.11,1.59
Biber,2024-10-28 12:00:00,6180.71,28.72,7.25,50.3,2.28,1.83
Nane,2024-10-28 12:00:00,5853.58,20.64,4.39,76.0,7.59,1.3
Domates,2024-10-28 18:00:00,5838.21,23.4,7.14,54.79,2.6,1.83
Biber,2024-10-28 18:00:00,4687.2,25.39,8.32,47.97,3.43,1.12
Nane,2024-10-28 18:00:00,3178.73,24.04,3.84,72.66,0.37,1.44
Domates,2024-10-29 00:00:00,6151.85,21.17,5.1,55.48,11.79,2.52
Biber,2024-10-29 00:00:00,6484.86,23.42,8.36,40.9,7.81,1.03
Nane,2024-10-29 00:00:00,3308.6,23.35,5.59,62.99,5.19,1.25
Domates,2024-10-29 06:00:00,5042.05,20.14,6.19,63.96,10.46,2.88
Biber,2024-10-29 06:00:00,4544.37,24.42,8.15,45.59,6.41,1.4
Nane,2024-10-29 06:00:00,5434.0,21.93,4.41,75.78,6.1,1.19
Domates,2024-10-29 12:00:00,7158.72,21.28,7.21,68.05,3.83,2.91
Biber,2024-10-29 12:00:00,4668.58,29.93,7.18,45.62,5.43,0.86
Nane,2024-10-29 12:00:00,4488.95,20.89,3.13,72.34,1.21,1.0
Domates,2024-10-29 18:00:00,5548.31,23.62,7.49,56.69,0.73,2.9
Biber,2024-10-29 18:00:00,4923.78,21.81,8.84,43.36,2.21,1.31
Nane,2024-10-29 18:00:00,4374.41,17.95,4.87,69.61,0.2,0.76
Domates,2024-10-30 00:00:00,5400.94,24.86,5.02,53.39,14.1,1.12
Biber,2024-10-30 00:00:00,4189.12,27.91,6.19,46.84,5.81,1.2
Nane,2024-10-30 00:00:00,5768.87,16.64,4.96,64.01,7.71,0.51
Domates,2024-10-30 06:00:00,6747.82,27.98,5.6,66.88,8.43,1.71
Biber,2024-10-30 06:00:00,5220.27,24.47,6.46,55.94,0.61,1.51
Nane,2024-10-30 06:00:00,4261.64,15.37,5.68,63.31,1.44,0.69
Domates,2024-10-30 12:00:00,5687.85,25.61,6.89,68.27,2.66,1.82
Biber,2024-10-30 12:00:00,4212.61,20.97,8.51,46.08,2.44,1.25
Nane,2024-10-30 12:00:00,3052.3,18.63,4.16,67.76,0.52,0.56
Domates,2024-10-30 18:00:00,6580.99,27.97,6.62,54.07,6.15,1.11
Biber,2024-10-30 18:00:00,4219.42,25.29,8.8,55.06,5.4,1.33
Nane,2024-10-30 18:00:00,5276.81,24.03,3.47,73.63,5.53,0.91
Domates,2024-10-31 00:00:00,7879.42,21.13,6.82,54.5,10.76,2.86
Biber,2024-10-31 00:00:00,6458.01,26.54,6.05,59.04,9.62,2.35
Nane,2024-10-31 00:00:00,3993.65,15.87,4.46,61.13,3.79,0.84
Domates,2024-10-31 06:00:00,7440.09,23.38,5.15,58.84,7.49,2.22
Biber,2024-10-31 06:00:00,6958.8,23.91,7.24,47.47,8.88,0.88
Nane,2024-10-31 06:00:00,4950.21,17.5,3.37,62.85,2.62,1.08
Domates,2024-10-31 12:00:00,7363.23,25.55,7.06,52.86,4.22,2.95
Biber,2024-10-31 12:00:00,4352.57,21.59,6.02,42.4,4.88,1.88
Nane,2024-10-31 12:00:00,5651.22,15.55,5.43,61.87,3.72,1.46
Domates,2024-10-31 18:00:00,6761.34,18.81,5.12,67.37,1.83,1.99
Biber,2024-10-31 18:00:00,4835.35,20.97,6.7,41.97,4.51,2.2
Nane,2024-10-31 18:00:00,5042.57,23.57,3.48,69.01,7.11,1.13
Domates,2024-11-01 00:00:00,6384.88,25.85,7.94,52.25,14.57,1.19
Biber,2024-11-01 00:00:00,6793.31,28.7,8.79,49.8,5.76,1.71
Nane,2024-11-01 00:00:00,5577.38,24.76,4.73,65.93,3.82,0.87
Domates,2024-11-01 06:00:00,5434.82,20.18,6.94,60.75,2.35,2.93
Biber,2024-11-01 06:00:00,5022.83,21.03,6.02,49.0,1.28,0.81
Nane,2024-11-01 06:00:00,3611.67,16.42,4.85,76.17,6.84,0.66
Domates,2024-11-01 12:00:00,6287.27,20.32,7.96,68.81,5.44,2.3
Biber,2024-11-01 12:00:00,5413.91,26.15,6.19,50.42,6.17,2.35
Nane,2024-11-01 12:00:00,4308.06,23.57,5.28,76.77,4.76,1.13
Domates,2024-11-01 18:00:00,6946.35,27.24,6.73,62.67,10.74,1.21
Biber,2024-11-01 18:00:00,4427.74,23.3,8.45,55.42,6.19,2.02
Nane,2024-11-01 18:00:00,3122.23,18.95,3.0,60.33,4.14,1.45
Domates,2024-11-02 00:00:00,7483.13,22.97,6.11,68.26,5.96,1.25
Biber,2024-11-02 00:00:00,5002.08,28.62,6.69,58.68,5.46,0.92
Nane,2024-11-02 00:00:00,3006.83,24.77,4.99,64.32,1.22,1.32
Domates,2024-11-02 06:00:00,7887.15,18.59,6.06,66.42,7.11,1.03
Biber,2024-11-02 06:00:00,6961.33,20.27,8.87,49.49,0.58,1.61
Nane,2024-11-02 06:00:00,4652.61,19.37,4.81,66.87,0.11,0.95
Domates,2024-11-02 12:00:00,6362.62,27.89,7.83,63.29,10.56,2.92
Biber,2024-11-02 12:00:00,6030.56,23.64,6.01,49.79,5.37,1.92
Nane,2024-11-02 12:00:00,5550.74,17.68,3.21,69.55,5.12,0.89
Domates,2024-11-02 18:00:00,6074.57,23.96,6.1,64.54,6.65,1.77
Biber,2024-11-02 18:00:00,4604.04,26.9,8.65,46.38,7.02,2.15
Nane,2024-11-02 18:00:00,5264.33,22.28,5.98,77.83,4.13,1.46
Domates,2024-11-03 00:00:00,7669.09,22.94,6.5,51.4,11.34,1.23
Biber,2024-11-03 00:00:00,4007.42,28.49,8.73,49.52,4.79,1.03
Nane,2024-11-03 00:00:00,4600.94,17.36,3.37,75.93,2.68,0.88
Domates,2024-11-03 06:00:00,7623.53,20.17,6.39,61.66,13.04,2.23
Biber,2024-11-03 06:00:00,6314.93,25.7,6.91,45.24,8.38,1.58
Nane,2024-11-03 06:00:00,4296.49,24.14,5.12,62.29,7.15,1.02
Domates,2024-11-03 12:00:00,5394.15,25.87,6.6,66.14,14.0,2.77
Biber,2024-11-03 12:00:00,5093.76,22.3,8.71,58.37,7.57,1.85
Nane,2024-11-03 12:00:00,3276.49,15.91,4.79,65.38,2.03,1.13
Domates,2024-11-03 18:00:00,5266.34,26.91,5.05,67.8,12.42,1.09
Biber,2024-11-03 18:00:00,6776.59,23.37,7.26,49.72,1.35,1.49
Nane,2024-11-03 18:00:00,3682.53,21.43,4.33,77.79,4.7,0.53
Domates,2024-11-04 00:00:00,5281.79,24.51,5.29,52.05,6.32,2.67
Biber,2024-11-04 00:00:00,6550.22,29.95,6.53,45.56,5.19,2.4
Nane,2024-11-04 00:00:00,4927.63,17.12,4.76,67.24,0.12,0.97
Domates,2024-11-04 06:00:00,6909.52,20.19,5.68,61.64,11.58,1.01
Biber,2024-11-04 06:00:00,4136.1,27.88,6.42,59.12,4.7,1.29
Nane,2024-11-04 06:00:00,3321.26,24.88,4.03,60.64,0.08,0.83
Domates,2024-11-04 12:00:00,5664.55,22.85,7.11,51.98,13.86,2.82
Biber,2024-11-04 12:00:00,4155.17,25.8,6.82,55.46,4.33,1.63
Nane,2024-11-04 12:00:00,4588.52,15.12,4.92,63.45,2.86,0.85
Domates,2024-11-04 18:00:00,5802.94,23.99,5.31,54.49,3.87,2.28
Biber,2024-11-04 18:00:00,5757.65,22.36,8.33,53.94,0.17,1.29
Nane,2024-11-04 18:00:00,4450.16,20.76,4.91,69.24,1.74,0.92
Domates,2024-11-05 00:00:00,5133.39,23.32,5.81,50.99,12.67,2.95
Biber,2024-11-05 00:00:00,5426.82,29.04,7.28,52.14,7.01,2.06
Nane,2024-11-05 00:00:00,4551.16,24.93,4.95,79.99,5.09,1.32
Domates,2024-11-05 06:00:00,7577.47,23.66,5.4,54.63,5.99,2.12
Biber,2024-11-05 06:00:00,5438.8,27.96,8.73,49.22,3.5,1.38
Nane,2024-11-05 06:00:00,5803.92,22.42,4.48,69.24,5.14,0.76
Domates,2024-11-05 12:00:00,6599.25,19.88,5.01,58.9,0.77,1.07
Biber,2024-11-05 12:00:00,6260.99,27.8,6.24,49.26,3.79,0.83
Nane,2024-11-05 12:00:00,3825.09,19.6,3.36,63.28,7.31,0.55
Domates,2024-11-05 18:00:00,7205.01,22.94,6.19,62.77,0.34,2.44
Biber,2024-11-05 18:00:00,5503.97,25.56,6.26,52.4,9.51,0.98
Nane,2024-11-05 18:00:00,4711.43,16.17,3.79,74.77,4.55,1.37
Domates,2024-11-06 00:00:00,5920.0,21.62,6.28,54.76,12.87,2.3
Biber,2024-11-06 00:00:00,5408.09,27.25,8.76,43.95,0.24,1.41
Nane,2024-11-06 00:00:00,4398.08,24.4,5.71,72.72,7.18,0.94
Domates,2024-11-06 06:00:00,6378.07,24.54,7.65,58.49,12.45,2.02
Biber,2024-11-06 06:00:00,4971.09,29.87,8.97,50.79,2.88,0.97
Nane,2024-11-06 06:00:00,5337.75,24.45,3.27,75.43,3.22,0.55
Domates,2024-11-06 12:00:00,5963.96,22.25,5.51,62.31,11.15,2.12
Biber,2024-11-06 12:00:00,4900.54,22.84,7.54,54.48,3.11,1.26
Nane,2024-11-06 12:00:00,3590.39,24.2,5.77,67.57,0.12,0.61
Domates,2024-11-06 18:00:00,6516.21,22.65,7.06,58.63,10.3,1.67
Biber,2024-11-06 18:00:00,5617.14,26.97,7.32,47.65,9.25,0.88
Nane,2024-11-06 18:00:00,4947.91,21.41,4.73,67.17,4.87,1.01
Domates,2024-11-07 00:00:00,7666.4,27.94,6.48,61.58,0.46,2.87
Biber,2024-11-07 00:00:00,5155.62,20.8,8.67,42.81,1.96,2.09
Nane,2024-11-07 00:00:00,3008.19,23.99,4.4,74.51,2.35,0.89
Domates,2024-11-07 06:00:00,7625.02,23.74,6.17,50.07,9.38,1.05
Biber,2024-11-07 06:00:00,4554.12,22.54,8.92,46.98,7.39,1.32
Nane,2024-11-07 06:00:00,5722.28,21.63,4.79,75.2,3.73,0.56
Domates,2024-11-07 12:00:00,6096.58,21.32,6.97,61.73,8.68,1.09
Biber,2024-11-07 12:00:00,6682.1,24.86,6.64,43.45,1.65,1.16
Nane,2024-11-07 12:00:00,4551.14,22.27,3.21,60.12,5.84,0.63
Domates,2024-11-07 18:00:00,7757.05,20.42,5.35,64.64,5.63,1.47
Biber,2024-11-07 18:00:00,5677.33,23.03,8.31,46.38,7.25,1.11
Nane,2024-11-07 18:00:00,4610.26,19.37,5.94,62.98,6.2,1.49
Domates,2024-11-08 00:00:00,6683.71,25.94,5.54,55.52,14.71,2.74
Biber,2024-11-08 00:00:00,6486.83,21.49,6.08,48.32,0.75,2.06
Nane,2024-11-08 00:00:00,3579.62,24.99,4.04,76.37,2.72,1.42
Domates,2024-11-08 06:00:00,6875.53,24.79,5.46,61.89,0.62,2.91
Biber,2024-11-08 06:00:00,6645.69,29.83,7.87,47.78,9.56,1.9
Nane,2024-11-08 06:00:00,3866.76,23.17,4.62,63.28,3.11,0.85
Domates,2024-11-08 12:00:00,6748.47,23.14,6.85,59.85,0.31,1.27
Biber,2024-11-08 12:00:00,4348.23,28.57,8.55,46.38,8.89,2.48
Nane,2024-11-08 12:00:00,3830.64,24.76,3.74,61.11,5.19,1.44
Domates,2024-11-08 18:00:00,5770.95,21.55,7.3,55.25,4.89,2.24
Biber,2024-11-08 18:00:00,5397.61,25.31,7.36,46.11,2.41,1.88
Nane,2024-11-08 18:00:00,5003.95,23.91,3.06,60.99,4.08,1.35
Domates,2024-11-09 00:00:00,7860.39,21.38,7.18,56.32,6.06,2.8
Biber,2024-11-09 00:00:00,6153.54,27.74,8.3,57.46,7.09,1.5
Nane,2024-11-09 00:00:00,3564.54,22.09,3.85,70.32,0.71,0.62
Domates,2024-11-09 06:00:00,6638.87,21.26,7.24,64.9,10.1,1.62
Biber,2024-11-09 06:00:00,6770.39,27.37,6.01,46.84,0.7,1.7
Nane,2024-11-09 06:00:00,3811.21,21.67,5.75,69.01,2.94,1.31
Domates,2024-11-09 12:00:00,5081.95,18.71,5.75,60.37,11.18,2.42
Biber,2024-11-09 12:00:00,6729.74,26.46,7.59,48.79,7.68,1.71
Nane,2024-11-09 12:00:00,5299.61,15.57,4.53,64.38,5.39,0.54
Domates,2024-11-09 18:00:00,6749.51,25.31,7.98,60.32,6.57,2.08
Biber,2024-11-09 18:00:00,4087.56,20.92,8.13,53.32,9.27,1.87
Nane,2024-11-09 18:00:00,4424.54,22.56,4.76,65.22,0.42,1.03
Domates,2024-11-10 00:00:00,6581.17,23.33,6.43,57.62,13.55,1.46
Biber,2024-11-10 00:00:00,6210.59,24.37,8.53,56.46,3.41,0.87
Nane,2024-11-10 00:00:00,3722.41,21.36,4.77,72.5,6.08,1.44
Domates,2024-11-10 06:00:00,7742.51,22.09,7.88,65.45,0.78,1.66
Biber,2024-11-10 06:00:00,4568.6,23.55,7.66,59.62,5.81,1.13
Nane,2024-11-10 06:00:00,4837.13,21.36,3.87,62.6,4.65,1.1
Domates,2024-11-10 12:00:00,6195.78,23.05,5.77,55.72,6.04,2.02
Biber,2024-11-10 12:00:00,4437.6,27.08,8.11,51.21,0.25,1.61
Nane,2024-11-10 12:00:00,3370.91,23.15,4.01,72.71,4.44,1.03
Domates,2024-11-10 18:00:00,5806.66,22.73,6.16,66.14,8.21,2.13
Biber,2024-11-10 18:00:00,6905.77,21.97,7.08,58.56,3.73,0.97
Nane,2024-11-10 18:00:00,3130.76,15.8,5.92,72.98,3.49,0.52
Domates,2024-11-11 00:00:00,6756.74,26.02,6.27,50.52,7.47,2.38
Biber,2024-11-11 00:00:00,4769.42,22.5,7.07,43.67,9.45,2.28
Nane,2024-11-11 00:00:00,5563.95,15.06,3.53,66.73,0.03,0.76
Domates,2024-11-11 06:00:00,7861.01,26.42,5.16,63.57,3.94,1.93
Biber,2024-11-11 06:00:00,5026.33,24.6,7.16,55.11,1.21,0.9
Nane,2024-11-11 06:00:00,4906.41,16.97,4.04,60.43,6.12,1.05
Domates,2024-11-11 12:00:00,7801.16,20.72,7.99,56.47,1.96,2.35
Biber,2024-11-11 12:00:00,4559.25,20.68,6.06,46.42,3.12,0.94
Nane,2024-11-11 12:00:00,4589.93,21.76,4.89,64.08,1.2,1.49
Domates,2024-11-11 18:00:00,5522.15,23.76,7.81,61.12,5.96,1.44
Biber,2024-11-11 18:00:00,6485.56,29.83,8.21,45.06,6.05,2.42
Nane,2024-11-11 18:00:00,5936.74,24.86,3.8,62.18,0.13,1.28
Domates,2024-11-12 00:00:00,7296.23,20.46,6.26,62.69,14.54,2.74
Biber,2024-11-12 00:00:00,5392.04,29.52,8.15,56.13,9.62,1.47
Nane,2024-11-12 00:00:00,3468.1,16.88,5.36,79.01,2.42,1.07
Domates,2024-11-12 06:00:00,7446.8,21.94,7.36,63.4,0.3,2.99
Biber,2024-11-12 06:00:00,4549.12,29.36,8.54,46.41,6.7,2.09
Nane,2024-11-12 06:00:00,5075.21,20.31,5.06,77.66,0.16,0.57
Domates,2024-11-12 12:00:00,5488.87,21.15,6.08,54.31,12.82,2.93
Biber,2024-11-12 12:00:00,6632.9,22.3,7.96,59.97,3.87,0.9
Nane,2024-11-12 12:00:00,4398.76,16.58,3.17,75.03,6.52,0.99
Domates,2024-11-12 18:00:00,6683.42,25.67,6.2,62.16,10.08,2.07
Biber,2024-11-12 18:00:00,4603.14,27.87,7.92,53.46,0.37,0.9
Nane,2024-11-12 18:00:00,3667.52,19.46,4.76,63.85,4.36,0.51
Domates,2024-11-13 00:00:00,6299.81,21.32,5.38,51.94,12.1,2.19
Biber,2024-11-13 00:00:00,4509.5,22.5,8.54,43.15,8.48,2.23
Nane,2024-11-13 00:00:00,3421.93,17.76,5.63,70.69,1.54,1.26
Domates,2024-11-13 06:00:00,7839.51,22.1,5.45,67.24,12.52,2.51
Biber,2024-11-13 06:00:00,5182.07,23.44,7.77,59.75,5.33,1.62
Nane,2024-11-13 06:00:00,3520.51,22.91,4.07,72.23,0.11,0.75
Domates,2024-11-13 12:00:00,7702.03,22.27,7.93,68.21,13.4,2.48
Biber,2024-11-13 12:00:00,5979.79,22.65,6.88,44.28,7.64,1.0
Nane,2024-11-13 12:00:00,3006.14,15.19,3.7,71.36,6.83,1.19
Domates,2024-11-13 18:00:00,7461.81,22.42,6.27,51.19,0.19,2.99
Biber,2024-11-13 18:00:00,4881.2,22.61,7.75,50.17,9.8,0.92
Nane,2024-11-13 18:00:00,5608.08,23.0,4.78,62.31,1.55,1.05
Domates,2024-11-14 00:00:00,5494.75,24.87,7.72,63.1,14.9,2.83
Biber,2024-11-14 00:00:00,4565.35,21.13,7.2,50.65,7.27,1.94
Nane,2024-11-14 00:00:00,3952.79,24.47,5.96,72.65,3.65,1.3
Domates,2024-11-14 06:00:00,7141.05,23.17,5.72,61.8,12.74,2.16
Biber,2024-11-14 06:00:00,5112.54,26.5,7.23,45.99,8.57,2.03
Nane,2024-11-14 06:00:00,4140.17,22.69,3.93,70.83,0.52,0.9
Domates,2024-11-14 12:00:00,6605.14,19.92,5.45,65.64,8.44,2.46
Biber,2024-11-14 12:00:00,6983.98,22.72,8.98,59.03,7.0,2.26
Nane,2024-11-14 12:00:00,5897.43,19.14,5.81,74.63,6.68,0.91
Domates,2024-11-14 18:00:00,5023.58,22.49,7.31,64.07,11.01,2.91
Biber,2024-11-14 18:00:00,4881.09,22.38,7.9,46.06,3.87,1.06
Nane,2024-11-14 18:00:00,4868.3,22.04,5.56,77.44,3.22,1.27
Domates,2024-11-15 00:00:00,5146.08,23.83,5.15,57.75,4.76,1.43
Biber,2024-11-15 00:00:00,5457.43,25.55,6.63,56.94,6.17,1.32
Nane,2024-11-15 00:00:00,3451.48,20.51,3.83,68.15,5.32,0.91
Domates,2024-11-15 06:00:00,5644.04,19.05,6.36,56.9,6.9,1.92
Biber,2024-11-15 06:00:00,6981.53,24.15,8.78,57.1,6.34,1.49
Nane,2024-11-15 06:00:00,5485.74,15.5,5.31,67.98,7.39,0.64
Domates,2024-11-15 12:00:00,6574.72,26.68,6.68,54.49,12.1,2.09
Biber,2024-11-15 12:00:00,5413.28,22.05,7.87,47.62,6.54,2.21
Nane,2024-11-15 12:00:00,3382.22,17.07,3.91,65.62,6.98,1.43
Domates,2024-11-15 18:00:00,5418.06,27.78,6.9,60.79,0.09,1.29
Biber,2024-11-15 18:00:00,5454.33,26.57,7.75,42.21,5.31,1.85
Nane,2024-11-15 18:00:00,5714.01,15.73,5.98,72.11,0.32,1.46
Domates,2024-11-16 00:00:00,6280.0,19.71,7.76,66.52,2.93,1.64
